text,item_id,user_who_published,user_id,ranking,rating,like_count,retweet_count,reply_count,quote_count,algorithm,date
"UK shoppers: Tell us about your online buying during lockdown

https://t.co/mz4KNX86RD",1369585318521802763,87818409,34.0,10.0,4.0,13,3,13,1,CS-SCSA_PLUS,2023-08-19
"""I believe... this historic legislation is about rebuilding the backbone of this country.""

Pres. Joe Biden signed into law the sweeping $1.9 trillion COVID relief bill passed by Congress. https://t.co/SllbsDzTaV https://t.co/CVWrmxbOvV",1370098415938498560,28785486,34.0,1.0,4.0,993,288,118,88,B1-SCSA_PLUS,2023-08-19
"Google boasts that it knows you better than you know yourself. Google can’t read your mind, of course. But it can read your search history.
https://t.co/DviUGsCpS4",1368856158010810369,15808647,34.0,2.0,3.0,74,42,3,4,B1-SCSA_PLUS,2023-08-19
"""I realized, OK, so this is the first detection of such an unusual shape in the sky. That is definitely the first time, and it will imply we found some invisible thing. So at that moment I started to understand this exciting result.” https://t.co/4zpTnBrY8p",1369552733536219138,1344951,34.0,3.0,3.0,97,27,2,2,B1-SCSA_PLUS,2023-08-19
"RT @SoulofaNation: We'll see you all the same time next week!

Don't miss #SoulOfANation next Tuesday 10|9c on @ABC.",1369500754000699392,28785486,34.0,4.0,3.0,0,24,0,0,B1-SCSA_PLUS,2023-08-19
"When I got a call saying there was one available, I had to do some ethical gymnastics and decide whether to take it.
https://t.co/uuIk8KlNWo",1368835740529000449,15808647,34.0,5.0,4.0,12,7,0,1,B1-SCSA_PLUS,2023-08-19
"As President Biden forges ahead with his promise to reopen most schools within his first 100 days, the debates sound as complicated as ever—and offer a glimpse into many of the difficulties of reopening society at large. https://t.co/o9DztZGN2T",1369590734672760836,15808647,34.0,6.0,4.0,7,4,0,2,B1-SCSA_PLUS,2023-08-19
"When Chloé Zhao won the Golden Globe for best director for “Nomadland,” Chinese state news outlets were jubilant. One headline read, “The Pride of China!” Then the mood shifted, and the censors pounced. https://t.co/yYMmTPu1zB",1368607437310353408,1754641,34.0,7.0,2.0,4,2,1,0,B1-SCSA_PLUS,2023-08-19
What does John Kerry’s whistle-stop tour of Europe say about US climate ambitions? https://t.co/KVLzf0xLb6,1369617111014924289,16973333,34.0,8.0,3.0,6,1,2,1,B1-SCSA_PLUS,2023-08-19
Space enthusiasts claim they have decoded a hidden message on the British-made parachute that helped NASA's Perseverance rover to land safely on Mars https://t.co/py28V3qafM,1364311211194675203,1124816718,34.0,9.0,3.0,2,2,0,1,B1-SCSA_PLUS,2023-08-19
Facebook removes Thai military-linked information influencing accounts https://t.co/OTFlocm9fJ https://t.co/cA2ereDXp0,1367190653269073930,25562270,34.0,10.0,5.0,0,2,0,0,B1-SCSA_PLUS,2023-08-19
".@sunny asks @osopepatrisse, co-founder of the Black Lives Matter movement, what was the moment that she knew she was Black: “We were learning about slavery in elementary school and two boys who I thought were my best friends came up to me and called me the N-word” #SoulOfANation https://t.co/HBEIQGubqU",1369495249417101312,28785486,33.0,1.0,4.0,260,74,44,7,SCSA-SCSA_PLUS,2023-08-19
"What is the right way to safely and quickly reopen our schools? Join @JakeTapper for a live CNN special. Hear from students, teachers, parents and unions, @DrSanjayGupta and many more. Friday at 9 p.m. ET https://t.co/zSHsm3YCKJ",1369441382973272064,759251,33.0,2.0,4.0,142,38,83,9,SCSA-SCSA_PLUS,2023-08-19
[SPONSORED] New Zealand has Asia-Pacific’s greenest future. It tops the climate policy pillar based on the scale of its ambitions to decarbonize and build a sustainable agricultural sector. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/Ga0FSly0UQ,1369226601972563972,15808647,33.0,3.0,4.0,17,9,0,1,SCSA-SCSA_PLUS,2023-08-19
"[SPONSORED] Iceland tops the Green Future Index, with its pledge to be carbon neutral by 2040 and grand designs for green hydrogen and carbon capture and storage. Learn more: https://t.co/h7daDtW6VZ. (With @Citrix @MorganStanley @Salesforce) https://t.co/B9ae0WRiuG",1368622654870192131,15808647,33.0,4.0,4.0,19,11,0,0,SCSA-SCSA_PLUS,2023-08-19
"Entrepreneurs know that it's important to build a community—but how? On today's episode of #ProblemSolvers with @heyfeifer, Smart Passive Income's @jayclouse explains how he developed a premium community from a small slice of the site's overall user base. https://t.co/GSzwLDL14n",1369015794248671233,19407053,33.0,5.0,4.0,17,5,2,2,SCSA-SCSA_PLUS,2023-08-19
"[SPONSORED] “Using a geographic perspective, you can allocate resources, which are always limited, in ways that do the most good,” says Esri's @EsteGeraghty. Read more on location intelligence for improved health outcomes. (With @Esri) https://t.co/GOrg3iYU9V",1369438033892806663,15808647,33.0,6.0,4.0,9,5,0,1,SCSA-SCSA_PLUS,2023-08-19
[SPONSORED] Location intelligence can identify shortfalls in getting underserved communities vaccinated. “That geographic perspective will help find gaps. Who is left out? Who isn't in the range of identified facilities?” says @EsteGeraghty. (With @Esri) https://t.co/5n6aLJCb8s,1369619124318580736,15808647,33.0,7.0,4.0,11,4,0,1,SCSA-SCSA_PLUS,2023-08-19
And what does it look like to create sustainable jobs across the supply chain? We look forward to welcoming @MarvinREllison of @Lowes to the virtual stage. https://t.co/Dre79kVy4P,1369395335769038849,14800270,33.0,8.0,3.0,9,5,0,0,SCSA-SCSA_PLUS,2023-08-19
"Spiegel: ""As a society, we have historically been very pessimistic about new technology…we shouldn't shame them because they're new, but seek to understand them. I think AR can have tremendous benefits to education."" #FCMostInnovative https://t.co/1YczMXz5Fa",1369315042236174343,2735591,33.0,9.0,3.0,2,0,0,0,SCSA-SCSA_PLUS,2023-08-19
Want to support more journalism like this? Subscribe to WIRED for just $5 a year and get full access to our website and magazine https://t.co/l9FUptKwgd https://t.co/iaCexurIpK,1369458171467591683,1344951,33.0,10.0,3.0,4,0,0,0,SCSA-SCSA_PLUS,2023-08-19
"Schumer faces formidable hurdles in keeping together his ideologically diverse caucus in the face of a more determined than ever Republican opposition. He told @lukebroadwater how he plans to handle this role. “I do my job well, and everything works out.” https://t.co/iYAZlxtyFG",1369441796925886465,807095,33.0,1.0,4.0,128,32,12,5,SC-SCSA_PLUS,2023-08-19
"If the economic recovery continues to be lopsided, people who were already at a disadvantage when the crisis began are in danger of being left even further behind. https://t.co/oFv3dWtbcb https://t.co/8f34V70pNU",1369375444793954323,807095,33.0,2.0,4.0,70,39,8,4,SC-SCSA_PLUS,2023-08-19
Read more about the race that tests teenagers’ survivor skills in Alaska: https://t.co/sIOSOYPcc4,1369355243406954501,807095,33.0,3.0,3.0,88,13,0,0,SC-SCSA_PLUS,2023-08-19
"Whether such sentiments will spread beyond the protests is unclear, but for now, female farmers are being seen, heard and acknowledged—offering a new vision of what gender equality might look like for the country.

Read the full story by @nilanjanab https://t.co/0ADKRcFArw",1369048387815899139,14293310,33.0,4.0,4.0,51,14,7,4,SC-SCSA_PLUS,2023-08-19
Read more about what Americans can expect from the stimulus bill should it become law. https://t.co/kJuXBJHmfH,1369400194513723396,807095,33.0,5.0,4.0,54,16,6,2,SC-SCSA_PLUS,2023-08-19
@qayyumabro @dazchild @scottishwildcat @BrianBarilla Happy to help out here! Nvidia says it will deliberately reduce the efficiency of its latest card by 50% when it is used to mine the crypto-currency Ethereum - but it will also sell a bespoke crypto-currency mining processor,1362776603047165957,621583,33.0,6.0,3.0,2,0,1,1,SC-SCSA_PLUS,2023-08-19
"""What we see (at @HOOKED) is the types of stories that really work are ones where you're able to evoke a very strong emotion in a very short amount of time…that need is so much stronger now because of our isolation."" — @prernagupta #FCMostInnovative https://t.co/gtTOp5SHtR",1369326799709212680,2735591,33.0,7.0,2.0,6,2,0,0,SC-SCSA_PLUS,2023-08-19
#FCMostInnovative company @Hipcamp offers travelers a variety of options that inspire people to get outside and become stewards of the land. https://t.co/lEvrC9ebVq,1369311531360518146,2735591,33.0,8.0,4.0,8,1,0,0,SC-SCSA_PLUS,2023-08-19
"Today's #FCMostInnovative agenda includes @Snapchat's @evanspiegel, @MatthewACherry, @terencecarter, @HOOKED'S @prernagupta, @Shopify's @harleyf, and @RebeccaMinkoff: https://t.co/11bHHokKEY https://t.co/vIGei2QsIW",1369298875719311360,2735591,33.0,9.0,4.0,6,3,0,0,SC-SCSA_PLUS,2023-08-19
.@RebeccaMinkoff's prediction on retail after the pandemic. #FCMostInnovative https://t.co/gtTOp5SHtR https://t.co/12eYt04qjm,1369405604595400711,2735591,33.0,10.0,4.0,4,0,0,0,SC-SCSA_PLUS,2023-08-19
Piers Morgan: end of the road for the man who never knew when to stop https://t.co/zwTDB0T3od,1369547940017147907,87818409,33.0,1.0,3.0,825,104,134,26,CS-SCSA_PLUS,2023-08-19
"The Society of Editors has rejected Prince Harry's allegations that racism played a role in how the British press covered his wife Meghan, Duchess of Sussex. But several prominent journalists in the United Kingdom are disputing the organization's view. https://t.co/HZvkDhSXeV",1369366150237351943,759251,33.0,2.0,3.0,521,115,155,19,CS-SCSA_PLUS,2023-08-19
"'West Side Story' star George Chakiris recalls working with Marilyn Monroe, Natalie Wood: 'I'm very lucky' https://t.co/WBgE9oNM0u",1368604102989541376,1367531,33.0,3.0,2.0,173,22,18,3,CS-SCSA_PLUS,2023-08-19
Britain and America should look to Denmark. It spends large sums—1.9% of GDP in 2018—on retraining and advising the jobless https://t.co/BlfEw13EQ5,1369321348783345674,5988062,33.0,4.0,4.0,118,45,8,1,CS-SCSA_PLUS,2023-08-19
How a rising female minister is trying to dismantle Afghanistan's patriarchy https://t.co/TegXYvzcwr,1369566623913369603,14293310,33.0,5.0,4.0,133,36,5,2,CS-SCSA_PLUS,2023-08-19
An off-duty Tennessee firefighter and his family are being commended for rushing to render aid to a shooting victim. https://t.co/RLi6zUntMV,1369450685708857348,28785486,33.0,6.0,3.0,144,31,5,0,CS-SCSA_PLUS,2023-08-19
WATCH LIVE: White House Press Secretary Jen Psaki holds briefing with National Economic Council Deputy Director Bharat Ramamurti https://t.co/Nj065CIsxp https://t.co/9c88K3dj69,1369356888568197133,15012486,33.0,7.0,3.0,67,30,6,1,CS-SCSA_PLUS,2023-08-19
"Ex-NFL star Ricky Williams reveals one regret he has about career

https://t.co/Jwkug0yxx6",1369269245704630276,1367531,33.0,8.0,2.0,77,14,24,3,CS-SCSA_PLUS,2023-08-19
"An extension of production cuts, a stimulus bill in America and a failed attack on a Saudi refinery: these three events have left oil prices higher   https://t.co/Ww5ovWYVG5",1369362400403726350,5988062,33.0,9.0,4.0,36,14,1,1,CS-SCSA_PLUS,2023-08-19
Edinson Cavani ‘proud’ to wear Man United shirt despite father’s comments over future https://t.co/1mwqSLkhcI,1369605923732393985,16973333,33.0,10.0,2.0,10,5,0,0,CS-SCSA_PLUS,2023-08-19
"As first lady of the United States, and the first Black person to serve in the role, Obama ""has emerged as one of the most influential and iconic women of the 21st century,"" a statement from the National Women's Hall of Fame says. https://t.co/o8uJq4MNrt",1369343506939019269,759251,33.0,1.0,4.0,3941,450,271,55,B1-SCSA_PLUS,2023-08-19
"Google boasts that it knows you better than you know yourself. Google can’t read your mind, of course. But it can read your search history.
https://t.co/DviUGsCpS4",1368856158010810369,15808647,33.0,2.0,4.0,74,42,3,4,B1-SCSA_PLUS,2023-08-19
"""I realized, OK, so this is the first detection of such an unusual shape in the sky. That is definitely the first time, and it will imply we found some invisible thing. So at that moment I started to understand this exciting result.” https://t.co/4zpTnBrY8p",1369552733536219138,1344951,33.0,3.0,4.0,97,27,2,2,B1-SCSA_PLUS,2023-08-19
"The FBI has searched for a fabled cache of Civil War-era gold in Pennsylvania, records show
https://t.co/MDnWtC9MVr",1369113689845022721,14293310,33.0,4.0,2.0,66,13,8,2,B1-SCSA_PLUS,2023-08-19
Transhumanists are united in their belief that technology can unlock a new way of being. https://t.co/SB0M3eMfX0,1369598009084887043,15808647,33.0,5.0,3.0,52,20,1,2,B1-SCSA_PLUS,2023-08-19
The decision not to winterize left Texans to pay the price https://t.co/GvDc5GisOR,1369207595785977860,20562637,33.0,6.0,4.0,41,23,3,2,B1-SCSA_PLUS,2023-08-19
What Is an NFT? Inside The Next Billion-Dollar Crypto Sensation. | by @futurefallout https://t.co/W1z2zQ4u1a,1368978600964349955,19407053,33.0,7.0,4.0,16,8,0,0,B1-SCSA_PLUS,2023-08-19
"When I got a call saying there was one available, I had to do some ethical gymnastics and decide whether to take it.
https://t.co/uuIk8KlNWo",1368835740529000449,15808647,33.0,8.0,4.0,12,7,0,1,B1-SCSA_PLUS,2023-08-19
"As President Biden forges ahead with his promise to reopen most schools within his first 100 days, the debates sound as complicated as ever—and offer a glimpse into many of the difficulties of reopening society at large. https://t.co/o9DztZGN2T",1369590734672760836,15808647,33.0,9.0,4.0,7,4,0,2,B1-SCSA_PLUS,2023-08-19
Space enthusiasts claim they have decoded a hidden message on the British-made parachute that helped NASA's Perseverance rover to land safely on Mars https://t.co/py28V3qafM,1364311211194675203,1124816718,33.0,10.0,3.0,2,2,0,1,B1-SCSA_PLUS,2023-08-19
"Hear from 7-time World Champion @LewisHamilton as @MercedesAMGF1 launch their W12 ?

Can he seal an unprecedented eighth crown this year? ?

#SkyF1 | #F1",1366709656974942211,368276033,32.0,1.0,3.0,1738,155,24,9,SCSA-SCSA_PLUS,2023-08-19
".@AdamSandler and @ShooterMcGavin_ greenlit ""Happy Gilmore 2"" on the @dpshow ?
https://t.co/fF91cfXq7D",1365007905318133766,11856342,32.0,2.0,1.0,1058,185,21,45,SCSA-SCSA_PLUS,2023-08-19
"The calendar is filling up! ?

@AlpineF1Team and @AstonMartinF1 reveal their launch dates.

#SkyF1 | #F1 https://t.co/Qwwnqkd8fg",1361701236395958278,368276033,32.0,3.0,4.0,1016,121,23,19,SCSA-SCSA_PLUS,2023-08-19
"You love to see it ?

Watch and hear from @RGrosjean after he completed 83 laps on his IndyCar testing debut, his first cockpit return since his #BahrainGP crash.

Don't forget, The 2021 @IndyCar season will be live on Sky Sports F1! ?

#SkyF1 | #INDYCAR",1364579317964034050,368276033,32.0,4.0,2.0,906,73,14,15,SCSA-SCSA_PLUS,2023-08-19
"We're live from the @McLarenF1 Technology Centre at 7pm to see the brand new MCL35M​ unveiled! ?

We'll also be speaking to @LandoNorris and @DanielRicciardo! ? https://t.co/22hRArCHxU",1361388306106318857,368276033,32.0,5.0,2.0,540,48,4,7,SCSA-SCSA_PLUS,2023-08-19
"What is the right way to safely and quickly reopen our schools? Join @JakeTapper for a live CNN special. Hear from students, teachers, parents and unions, @DrSanjayGupta and many more. Friday at 9 p.m. ET https://t.co/zSHsm3YCKJ",1369441382973272064,759251,32.0,6.0,3.0,142,38,83,9,SCSA-SCSA_PLUS,2023-08-19
"It's Monday which means @JoeFortenbaugh and @Tyler_Fulghum are back with more Bet.

They dive into the futures of Dak Prescott, Deshaun Watson and Russell Wilson, welcome in @NickFriedell to talk NBA playoffs, and then a special karaoke segment! https://t.co/IStW3u4ukZ",1369030160943611907,2557521,32.0,7.0,1.0,70,11,4,1,SCSA-SCSA_PLUS,2023-08-19
"Now that's a TEAM.

@S10Bird, @alexmorgan13, @ChloeKim &amp; @swimone join forces to launch @togethxr, a brand that elevates women's voices and tells their stories.  https://t.co/ZroOYjN9GO",1366932843067277314,11856342,32.0,8.0,2.0,32,11,1,2,SCSA-SCSA_PLUS,2023-08-19
"Football Weekly is here, with @maxrushden, @larssivertsen, @sidlowe and @NickyBandini https://t.co/WhoQkYPZgI",1369292125641269258,46403451,32.0,9.0,3.0,22,2,1,2,SCSA-SCSA_PLUS,2023-08-19
Want to support more journalism like this? Subscribe to WIRED for just $5 a year and get full access to our website and magazine https://t.co/l9FUptKwgd https://t.co/iaCexurIpK,1369458171467591683,1344951,32.0,10.0,4.0,4,0,0,0,SCSA-SCSA_PLUS,2023-08-19
".@A_kamara6 is getting into @NASCAR, now!

Kamara's @bigsqueezynola will sponsor @NASCAR_Xfinity series driver @RyanVargas_23 in this weekend's race at @Daytona. https://t.co/ntkB3rygnF",1362074171832958980,11856342,32.0,1.0,1.0,1044,125,13,18,SC-SCSA_PLUS,2023-08-19
"@playofffinale @AdamSandler You know we’re giving the retweet button a little tappy, Happy. https://t.co/BZvqX5tPfR",1362085735063572482,11856342,32.0,2.0,2.0,431,18,0,1,SC-SCSA_PLUS,2023-08-19
"@BizballMaury @flula 'There are some pillows on the dirt, and then after 7 times of going back and forth they sing about popcorn.'

Honestly, not wrong.",1359577321695547392,11856342,32.0,3.0,1.0,246,12,1,0,SC-SCSA_PLUS,2023-08-19
"Schumer faces formidable hurdles in keeping together his ideologically diverse caucus in the face of a more determined than ever Republican opposition. He told @lukebroadwater how he plans to handle this role. “I do my job well, and everything works out.” https://t.co/iYAZlxtyFG",1369441796925886465,807095,32.0,4.0,2.0,128,32,12,5,SC-SCSA_PLUS,2023-08-19
"If the economic recovery continues to be lopsided, people who were already at a disadvantage when the crisis began are in danger of being left even further behind. https://t.co/oFv3dWtbcb https://t.co/8f34V70pNU",1369375444793954323,807095,32.0,5.0,3.0,70,39,8,4,SC-SCSA_PLUS,2023-08-19
Read more about the race that tests teenagers’ survivor skills in Alaska: https://t.co/sIOSOYPcc4,1369355243406954501,807095,32.0,6.0,1.0,88,13,0,0,SC-SCSA_PLUS,2023-08-19
"Whether such sentiments will spread beyond the protests is unclear, but for now, female farmers are being seen, heard and acknowledged—offering a new vision of what gender equality might look like for the country.

Read the full story by @nilanjanab https://t.co/0ADKRcFArw",1369048387815899139,14293310,32.0,7.0,2.0,51,14,7,4,SC-SCSA_PLUS,2023-08-19
Read more about what Americans can expect from the stimulus bill should it become law. https://t.co/kJuXBJHmfH,1369400194513723396,807095,32.0,8.0,2.0,54,16,6,2,SC-SCSA_PLUS,2023-08-19
A House Judiciary panel focused on antitrust will hear from three witnesses on Friday who represent a range of news organizations with concerns about how big tech platforms like Facebook and Google increasingly dominate their industry https://t.co/9dkhqgEVLe https://t.co/VLCMRiDgSP,1369614175048249346,25562270,32.0,9.0,3.0,31,12,6,1,SC-SCSA_PLUS,2023-08-19
@qayyumabro @dazchild @scottishwildcat @BrianBarilla Happy to help out here! Nvidia says it will deliberately reduce the efficiency of its latest card by 50% when it is used to mine the crypto-currency Ethereum - but it will also sell a bespoke crypto-currency mining processor,1362776603047165957,621583,32.0,10.0,2.0,2,0,1,1,SC-SCSA_PLUS,2023-08-19
"Welcome the @AstonMartinF1 #AMR21 to Formula 1 ?

#SkyF1 | #F1",1367133454241046531,368276033,32.0,1.0,4.0,1817,96,44,15,CS-SCSA_PLUS,2023-08-19
What if the solution to our privacy problems is actually quite simple https://t.co/vwMlFe10cR,1369169336326316036,1344951,32.0,2.0,4.0,381,113,18,14,CS-SCSA_PLUS,2023-08-19
Facebook's value plunged almost $50 billion this week. https://t.co/NjveMC5kR1,976304255685423104,42703075,32.0,3.0,4.0,30,30,1,4,CS-SCSA_PLUS,2023-08-19
Techstars Music announces its 2021 class and a partnership with media company Quality Control https://t.co/duh9vX1f8D by @grg,1369368976128679940,816653,32.0,4.0,4.0,19,9,1,1,CS-SCSA_PLUS,2023-08-19
"""What they say about him in France now is ‘il pue de rugby’ — he stinks of rugby — the game is just so natural to him.”

@johnwesterby charts the meteoric rise of Antoine Dupont   https://t.co/ledNMR5tqo",1369357633283620870,10933912,32.0,5.0,3.0,1,1,0,0,CS-SCSA_PLUS,2023-08-19
"""Taekwondo changed my life.""

Iran's only female Olympic medalist to compete under white flag in Tokyo.

? https://t.co/fp9dkTheEp https://t.co/rSW21lv8Wr",1367113449394765824,34992644,32.0,6.0,3.0,5,1,1,0,CS-SCSA_PLUS,2023-08-19
GameStop taps shareholder Ryan Cohen to lead e-commerce shift: Bloomberg https://t.co/E5jBdLBz2B https://t.co/gidBfh358e,1368911960478257153,25562270,32.0,7.0,2.0,2,1,1,0,CS-SCSA_PLUS,2023-08-19
Paolo Odogwu will earn the same amount as Owen Farrell during this year's Six Nations. @AlexMLowe reports on the senior players' decision to split the pay equally  https://t.co/JNsrtW5XoQ,1369533603194040320,10933912,32.0,8.0,2.0,1,0,0,0,CS-SCSA_PLUS,2023-08-19
"Coronavirus vaccines that have been tweaked to deal with new variants of the disease will be fast-tracked for authorisation, the UK regulator has said  https://t.co/zcZRSKlvWg",1367444872903462913,1124816718,32.0,9.0,4.0,0,0,0,0,CS-SCSA_PLUS,2023-08-19
'Freed' Quinny: Does he slide back down Test order? @RobHouwing. https://t.co/ryECnmO4CG,1369148225433788417,29945848,32.0,10.0,2.0,1,0,3,0,CS-SCSA_PLUS,2023-08-19
"""Last week showed how much more work we need to do to enforce our policies and help people understand how Facebook works and the choices they have over their data"" https://t.co/4Kt97xtAmg",978970964762513409,42703075,32.0,1.0,3.0,60,51,10,9,B1-SCSA_PLUS,2023-08-19
Entire school board resigns after accidental public livestream https://t.co/suWgDPX47T,1363849575279316998,621583,32.0,2.0,4.0,19,12,1,5,B1-SCSA_PLUS,2023-08-19
Upgrades to satellites in orbit and systems down below will bring centimeter-level accuracy to the masses. That's why we named hyper-accurate positioning to our annual list of 10 Breakthrough Technologies. https://t.co/IFpex1gqq7,1369342862656221187,15808647,32.0,3.0,4.0,22,8,1,2,B1-SCSA_PLUS,2023-08-19
French startup lobby targets Apple with 'privacy hypocrisy' complaint https://t.co/e9hIO9kbSj by @riptari,1369320575945019399,816653,32.0,4.0,3.0,22,8,2,0,B1-SCSA_PLUS,2023-08-19
What Facebook's Australia news ban could mean for its future in the US https://t.co/vJEaTX8n7P,1365618942501285888,7905122,32.0,5.0,2.0,23,8,0,0,B1-SCSA_PLUS,2023-08-19
China's new richest man has chat apps and video games to thank for his massive wealth. https://t.co/0MyhbjAj0E,969126955193962496,42703075,32.0,6.0,3.0,4,9,0,2,B1-SCSA_PLUS,2023-08-19
"Many of us already live with artificial intelligence now, but researchers say interactions with the technology will become increasingly personalized. https://t.co/Xwrd5ZkZWN",1364237278516830212,14434070,32.0,7.0,3.0,3,2,0,2,B1-SCSA_PLUS,2023-08-19
Maths app targeting UK schools is criticised over premium model https://t.co/qVq2SrCyor,1362748149853396993,7905122,32.0,8.0,3.0,6,3,2,0,B1-SCSA_PLUS,2023-08-19
"Michael Saylor, the chief executive of the business intelligence software firm MicroStrategy, believes deeply in Bitcoin and has urged other companies to shift their corporate cash into the cryptocurrency. https://t.co/dwSd7yTXJG",1364974104491798530,14434070,32.0,9.0,3.0,2,0,0,0,B1-SCSA_PLUS,2023-08-19
"Cracking the best ways to discover new things in our online abundance is a technology challenge — but also a human one, writes @shiraovide in On Tech. https://t.co/W2ZVVBct2Q",1365376371376205838,14434070,32.0,10.0,3.0,2,0,0,0,B1-SCSA_PLUS,2023-08-19
"It’s not the news we enjoy sharing, but we want to make sure we launch this update properly. Stay tuned for more information as the time draws closer. Thank you for your continued patience and support. 3/3",1364607745270423556,821102114,31.0,1.0,4.0,21759,563,1156,53,SCSA-SCSA_PLUS,2023-08-19
Stronger. https://t.co/jCjmuWoSS3,1364664823984779267,47786101,31.0,2.0,3.0,7691,302,96,16,SCSA-SCSA_PLUS,2023-08-19
@VancityReynolds @Mintmobile Rodney Robinson. Teacher of the Year. A great honor for a great man. Sorry about  the whiney UNawarded Canadian also in this @Mintmobile spot.,1303840025000509448,27042513,31.0,3.0,2.0,6363,128,85,6,SCSA-SCSA_PLUS,2023-08-19
@EatDrinkRunFun Enjoy the show!  ?,1317810926133874689,27042513,31.0,4.0,3.0,3094,36,89,5,SCSA-SCSA_PLUS,2023-08-19
@DeusEx @CDPROJEKTRED @Tholia_Bentz Thanks! Right back at ya! https://t.co/LipziY1zHV,1337077938076979205,821102114,31.0,5.0,4.0,1011,23,26,2,SCSA-SCSA_PLUS,2023-08-19
@ruinergame @CDPROJEKTRED Thank you! https://t.co/zKZqNwcip1,1336793663792406530,821102114,31.0,6.0,3.0,351,9,9,0,SCSA-SCSA_PLUS,2023-08-19
@KristinDavis @GPBmadeit @netflix Ahh thanks Kristin!! xx,1283518830950510593,72915722,31.0,7.0,2.0,34,3,3,0,SCSA-SCSA_PLUS,2023-08-19
@MissDeusGeek They are going to be SO epic. Can't wait.,1369386818169372680,24742040,31.0,8.0,4.0,34,4,0,0,SCSA-SCSA_PLUS,2023-08-19
"@Mach5W We've been enjoying it too! Sort of a lower-stakes ""venture outside"" simulator.",1369383214062665731,24742040,31.0,9.0,2.0,22,0,1,1,SCSA-SCSA_PLUS,2023-08-19
@Undead7774 Thanks! We're so excited for the future.,1369372321736232963,24742040,31.0,10.0,1.0,2,0,0,0,SCSA-SCSA_PLUS,2023-08-19
@assassinscreed @CDPROJEKTRED @doubleleaf &lt;3 https://t.co/rIkYWdNAcX,1336810117057179649,821102114,31.0,1.0,4.0,6084,111,32,5,SC-SCSA_PLUS,2023-08-19
@discord @GOGcom @Steam @EpicGames ?,1336964656792035329,821102114,31.0,2.0,3.0,2904,15,27,0,SC-SCSA_PLUS,2023-08-19
"""Thank you to all our players for joining us on this incredible journey and to the millions of Bethesda fans around the world. Now that we’re one team, we can start working together on the future ahead.” - @XboxP3",1369325020258983936,24742040,31.0,3.0,3.0,2253,78,39,1,SC-SCSA_PLUS,2023-08-19
"Congrats to all! We’ll be contacting all winners via DMs, so make sure to check your inboxes.
We hope you’ll keep showcasing your skillful use of our in-game photo mode and taking our breaths away!",1365315820080009221,821102114,31.0,4.0,4.0,1898,38,55,2,SC-SCSA_PLUS,2023-08-19
@eugenioadm87 @ForzaHorizon @CDPROJEKTRED We're looking into it!,1337318168277241857,821102114,31.0,5.0,5.0,637,1,107,3,SC-SCSA_PLUS,2023-08-19
@caitrionambalfe @KikiLayne_fr @GPBmadeit @oldguardmovie I am very here for this review!! Thank you love ❤️,1283912982200631298,72915722,31.0,6.0,3.0,601,34,16,27,SC-SCSA_PLUS,2023-08-19
"@ReginaKing @hollyrpeete @itsgabrielleu @glamourmag Love you so much. You ARE changing the world, and I’m so grateful for it ❤️",1318667750408036352,72915722,31.0,7.0,2.0,158,14,6,4,SC-SCSA_PLUS,2023-08-19
@memecity0 @tostspender @bixbyknows1 Sending love ❤️,1365327872643260420,821102114,31.0,8.0,3.0,36,2,2,0,SC-SCSA_PLUS,2023-08-19
@qayyumabro @dazchild @scottishwildcat @BrianBarilla Happy to help out here! Nvidia says it will deliberately reduce the efficiency of its latest card by 50% when it is used to mine the crypto-currency Ethereum - but it will also sell a bespoke crypto-currency mining processor,1362776603047165957,621583,31.0,9.0,5.0,2,0,1,1,SC-SCSA_PLUS,2023-08-19
@Aaron2Shoes @jsnmiller314 @josef_fares @HazelightGames @goodietooshoe We're excited for you to play it!,1363551492486008834,15234657,31.0,10.0,2.0,8,1,1,0,SC-SCSA_PLUS,2023-08-19
@FortniteGame This song is pretty... sweet ?,1369087867939659782,24742040,31.0,1.0,3.0,1883,43,41,0,CS-SCSA_PLUS,2023-08-19
Watch out SpaceX. Rocket Lab is coming for you. https://t.co/YVFxAXcjzn,1369463119479734274,15808647,31.0,2.0,4.0,40,8,1,0,CS-SCSA_PLUS,2023-08-19
Covid-19: How would an NHS vaccine passport app work? https://t.co/bJaxF6yb8u,1365459905717678084,621583,31.0,3.0,3.0,8,15,9,1,CS-SCSA_PLUS,2023-08-19
Aleksandr Kogan said he gathered information on 30 million Americans through his Facebook personality test app in 2014. https://t.co/U32epLWhow,976286019904401408,42703075,31.0,4.0,4.0,5,13,0,4,CS-SCSA_PLUS,2023-08-19
Adobe delivers native Photoshop for Apple Silicon Macs and a way to enlarge images without losing detail https://t.co/aGcWkb3ROU by @etherington,1369649450688409604,816653,31.0,5.0,3.0,20,6,0,3,CS-SCSA_PLUS,2023-08-19
"Only registered Strava users will be able to see street-level data of Strava activities, like running and biking. https://t.co/Kl0xT6GHWk",973719108515717120,42703075,31.0,6.0,3.0,4,9,2,0,CS-SCSA_PLUS,2023-08-19
