id,item_id,user_who_published,user_id,ranking,rating,algorithm
110,1248277743118086144,5391882,29,1,3,SC
110,1367521202042933249,16573941,29,2,4,SC
110,1248251408333172738,5391882,29,3,3,SC
110,1367300793485828097,26585095,29,4,4,SC
110,1362083047785439239,34507480,29,5,5,SC
110,1369075493753020420,17602896,29,6,5,SC
110,1369169111478005763,6527972,29,7,3,SC
110,1337020338916499463,17919972,29,8,3,SC
110,1369075561981566976,17602896,29,9,5,SC
110,1364666742916583427,985916593065476096,29,10,5,SC
111,1367894335233142789,43192807,29,1,4,SCSA
111,1337022746824499203,17919972,29,2,4,SCSA
111,1366443197166096385,26585095,29,3,5,SCSA
111,1363941648812675075,43192807,29,4,4,SCSA
111,1367947939579006979,156516240,29,5,5,SCSA
111,1367946026674352134,156516240,29,6,4,SCSA
111,1353502767352926208,23375688,29,7,3,SCSA
111,1351920546011893761,14230524,29,8,3,SCSA
111,1365416645624143873,14230524,29,9,3,SCSA
111,1337463904566456320,17919972,29,10,3,SCSA
117,1292597118763319296,108361327,30,1,3,B1
117,1369037334885265408,18256664,30,2,3,B1
117,1366239727402196996,17602896,30,3,5,B1
117,1360680119854104582,43192807,30,4,5,B1
117,1367120318012280838,17602896,30,5,4,B1
117,1300100975793901569,203162990,30,6,5,B1
117,1362129662336450560,43192807,30,7,4,B1
117,1366102978739007492,17602896,30,8,3,B1
117,1367128088832745476,82652901,30,9,3,B1
117,1366242438717661187,26585095,30,10,2,B1
116,1369605185455017984,15808647,30,1,5,CS
116,1329121235423297537,238475531,30,2,5,CS
116,968536670105726977,42703075,30,3,4,CS
116,1367214933423706113,18256664,30,4,3,CS
116,1368741071870562307,18256664,30,5,3,CS
116,1363171557250596864,15635604,30,6,3,CS
116,1290776688284954625,108361327,30,7,3,CS
116,1139203333607043073,89366493,30,8,4,CS
116,1369307789932265473,14434070,30,9,5,CS
116,1322524023117533184,2485505982,30,10,4,CS
114,1367521202042933249,16573941,30,1,4,SC
114,1367300793485828097,26585095,30,2,3,SC
114,1369075493753020420,17602896,30,3,4,SC
114,1369075561981566976,17602896,30,4,4,SC
114,1364666742916583427,985916593065476096,30,5,3,SC
114,1366443197166096385,26585095,30,6,2,SC
114,1362776603047165957,621583,30,7,4,SC
114,1367237010608431106,16573941,30,8,2,SC
114,1368641210533830657,17220817,30,9,4,SC
114,1369034842222985216,17220817,30,10,4,SC
115,1367894335233142789,43192807,30,1,4,SCSA
115,1363941648812675075,43192807,30,2,5,SCSA
115,1367315410106736640,82652901,30,3,4,SCSA
115,1368286394792046596,82652901,30,4,4,SCSA
115,1369017812165881859,16573941,30,5,3,SCSA
115,1367604109113655297,16573941,30,6,4,SCSA
115,1367930915733835777,43192807,30,7,4,SCSA
115,1367912923641737216,15635604,30,8,4,SCSA
115,1365320876510560258,19114743,30,9,5,SCSA
115,1367565062328623104,82652901,30,10,3,SCSA
127,1360224092427812866,621583,31,1,4,B1
127,1307034079381065732,75974281,31,2,4,B1
127,1356766464162762754,252882791,31,3,3,B1
127,1362196930252726277,621583,31,4,3,B1
127,1362196257624625152,15234657,31,5,1,B1
127,1369037449431715843,47786101,31,6,2,B1
127,1322130577684942848,2439032786,31,7,2,B1
127,978748491936780289,48410093,31,8,4,B1
127,970013213092757504,42703075,31,9,4,B1
127,1364590913369083904,113696373,31,10,3,B1
126,1369087867939659782,24742040,31,1,3,CS
126,976286019904401408,42703075,31,2,4,CS
126,1369304506064908290,25562270,31,3,3,CS
126,1369463119479734274,15808647,31,4,4,CS
126,1369649450688409604,816653,31,5,3,CS
126,1364961278729551872,14434070,31,6,4,CS
126,1365459905717678084,621583,31,7,3,CS
126,973719108515717120,42703075,31,8,3,CS
126,1369075112432046081,1344951,31,9,1,CS
126,1362439231080169474,1124816718,31,10,3,CS
124,1369325020258983936,24742040,31,1,3,SC
124,1365315820080009221,821102114,31,2,4,SC
124,1362776603047165957,621583,31,3,5,SC
124,1336964656792035329,821102114,31,4,3,SC
124,1336810117057179649,821102114,31,5,4,SC
124,1365327872643260420,821102114,31,6,3,SC
124,1337318168277241857,821102114,31,7,5,SC
124,1363551492486008834,15234657,31,8,2,SC
124,1283912982200631298,72915722,31,9,3,SC
124,1318667750408036352,72915722,31,10,2,SC
125,1364607745270423556,821102114,31,1,4,SCSA
125,1364664823984779267,47786101,31,2,3,SCSA
125,1337077938076979205,821102114,31,3,4,SCSA
125,1317810926133874689,27042513,31,4,3,SCSA
125,1369383214062665731,24742040,31,5,2,SCSA
125,1336793663792406530,821102114,31,6,3,SCSA
125,1369386818169372680,24742040,31,7,4,SCSA
125,1283518830950510593,72915722,31,8,2,SCSA
125,1369372321736232963,24742040,31,9,1,SCSA
125,1303840025000509448,27042513,31,10,2,SCSA
149,1369320575945019399,816653,32,1,3,B1
149,1364237278516830212,14434070,32,2,3,B1
149,1364974104491798530,14434070,32,3,3,B1
149,1365618942501285888,7905122,32,4,2,B1
149,969126955193962496,42703075,32,5,3,B1
149,1365376371376205838,14434070,32,6,3,B1
149,978970964762513409,42703075,32,7,3,B1
149,1369342862656221187,15808647,32,8,4,B1
149,1363849575279316998,621583,32,9,4,B1
149,1362748149853396993,7905122,32,10,3,B1
148,976304255685423104,42703075,32,1,4,CS
148,1367133454241046531,368276033,32,2,4,CS
148,1367444872903462913,1124816718,32,3,4,CS
148,1369169336326316036,1344951,32,4,4,CS
148,1369357633283620870,10933912,32,5,3,CS
148,1369368976128679940,816653,32,6,4,CS
148,1369148225433788417,29945848,32,7,2,CS
148,1369533603194040320,10933912,32,8,2,CS
148,1368911960478257153,25562270,32,9,2,CS
148,1367113449394765824,34992644,32,10,3,CS
146,1369375444793954323,807095,32,1,3,SC
146,1362776603047165957,621583,32,2,2,SC
146,1369441796925886465,807095,32,3,2,SC
146,1369400194513723396,807095,32,4,2,SC
146,1369048387815899139,14293310,32,5,2,SC
146,1369355243406954501,807095,32,6,1,SC
146,1362074171832958980,11856342,32,7,1,SC
146,1369614175048249346,25562270,32,8,3,SC
146,1359577321695547392,11856342,32,9,1,SC
146,1362085735063572482,11856342,32,10,2,SC
147,1369292125641269258,46403451,32,1,3,SCSA
147,1369458171467591683,1344951,32,2,4,SCSA
147,1365007905318133766,11856342,32,3,1,SCSA
147,1361388306106318857,368276033,32,4,2,SCSA
147,1361701236395958278,368276033,32,5,4,SCSA
147,1366932843067277314,11856342,32,6,2,SCSA
147,1369030160943611907,2557521,32,7,1,SCSA
147,1366709656974942211,368276033,32,8,3,SCSA
147,1364579317964034050,368276033,32,9,2,SCSA
147,1369441382973272064,759251,32,10,3,SCSA
134,1369343506939019269,759251,33,1,4,B1
134,1368856158010810369,15808647,33,2,4,B1
134,1369590734672760836,15808647,33,3,4,B1
134,1369598009084887043,15808647,33,4,3,B1
134,1368835740529000449,15808647,33,5,4,B1
134,1368978600964349955,19407053,33,6,4,B1
134,1369552733536219138,1344951,33,7,4,B1
134,1369113689845022721,14293310,33,8,2,B1
134,1369207595785977860,20562637,33,9,4,B1
134,1364311211194675203,1124816718,33,10,3,B1
133,1369547940017147907,87818409,33,1,3,CS
133,1368604102989541376,1367531,33,2,2,CS
133,1369356888568197133,15012486,33,3,3,CS
133,1369362400403726350,5988062,33,4,4,CS
133,1369605923732393985,16973333,33,5,2,CS
133,1369566623913369603,14293310,33,6,4,CS
133,1369450685708857348,28785486,33,7,3,CS
133,1369269245704630276,1367531,33,8,2,CS
133,1369321348783345674,5988062,33,9,4,CS
133,1369366150237351943,759251,33,10,3,CS
131,1369311531360518146,2735591,33,1,4,SC
131,1369405604595400711,2735591,33,2,4,SC
131,1369375444793954323,807095,33,3,4,SC
131,1362776603047165957,621583,33,4,3,SC
131,1369298875719311360,2735591,33,5,4,SC
131,1369441796925886465,807095,33,6,4,SC
131,1369400194513723396,807095,33,7,4,SC
131,1369326799709212680,2735591,33,8,2,SC
131,1369048387815899139,14293310,33,9,4,SC
131,1369355243406954501,807095,33,10,3,SC
132,1369315042236174343,2735591,33,1,3,SCSA
132,1369395335769038849,14800270,33,2,3,SCSA
132,1369458171467591683,1344951,33,3,3,SCSA
132,1369441382973272064,759251,33,4,4,SCSA
132,1368622654870192131,15808647,33,5,4,SCSA
132,1369226601972563972,15808647,33,6,4,SCSA
132,1369015794248671233,19407053,33,7,4,SCSA
132,1369438033892806663,15808647,33,8,4,SCSA
132,1369619124318580736,15808647,33,9,4,SCSA
132,1369495249417101312,28785486,33,10,4,SCSA
138,1369617111014924289,16973333,34,1,3,B1
138,1368856158010810369,15808647,34,2,3,B1
138,1369590734672760836,15808647,34,3,4,B1
138,1368835740529000449,15808647,34,4,4,B1
138,1369552733536219138,1344951,34,5,3,B1
138,1370098415938498560,28785486,34,6,4,B1
138,1369500754000699392,28785486,34,7,3,B1
138,1364311211194675203,1124816718,34,8,3,B1
138,1367190653269073930,25562270,34,9,5,B1
138,1368607437310353408,1754641,34,10,2,B1
137,1369460811760988160,28785486,34,1,4,CS
137,1369585318521802763,87818409,34,2,4,CS
137,1369536457992470528,87818409,34,3,4,CS
137,1370017497710215170,28785486,34,4,2,CS
137,1370057097107345411,28785486,34,5,3,CS
137,1369968831666487296,28785486,34,6,3,CS
137,1369475595466375169,28785486,34,7,3,CS
137,1369404129643216897,15012486,34,8,3,CS
137,1369460521846575104,14173315,34,9,2,CS
137,1369270015699136512,5988062,34,10,2,CS
135,1369311531360518146,2735591,34,1,3,SC
135,1369405604595400711,2735591,34,2,3,SC
135,1369375444793954323,807095,34,3,2,SC
135,1362776603047165957,621583,34,4,2,SC
135,1369298875719311360,2735591,34,5,4,SC
135,1369441796925886465,807095,34,6,4,SC
135,1369400194513723396,807095,34,7,1,SC
135,1369326799709212680,2735591,34,8,3,SC
135,1369048387815899139,14293310,34,9,3,SC
135,1369355243406954501,807095,34,10,3,SC
136,1369315042236174343,2735591,34,1,4,SCSA
136,1369395335769038849,14800270,34,2,4,SCSA
136,1369458171467591683,1344951,34,3,2,SCSA
136,1369441382973272064,759251,34,4,4,SCSA
136,1368622654870192131,15808647,34,5,2,SCSA
136,1369226601972563972,15808647,34,6,2,SCSA
136,1369015794248671233,19407053,34,7,2,SCSA
136,1369438033892806663,15808647,34,8,4,SCSA
136,1369619124318580736,15808647,34,9,4,SCSA
136,1369495249417101312,28785486,34,10,3,SCSA
142,1340976808989241344,1038082275689340928,35,1,2,B1
142,1367617268734164992,621583,35,2,1,B1
142,1368776591388647424,65184105,35,3,1,B1
142,1352326523026632706,19110632,35,4,1,B1
142,1273723492186443782,2412917082,35,5,3,B1
142,1368939573586386945,65184105,35,6,2,B1
142,1368954564133654529,1344951,35,7,1,B1
142,1366296962409123843,715177919438577664,35,8,2,B1
142,1332444252895404033,1205974434,35,9,1,B1
142,1365315694167011328,273181052,35,10,1,B1
141,1322493521245298689,1288485038,35,1,1,CS
141,1285629613067038720,2412917082,35,2,2,CS
141,1189249540412624898,180463340,35,3,2,CS
141,1152351180225335296,180463340,35,4,2,CS
141,1272336376927666176,2412917082,35,5,2,CS
141,1330209367002472448,1060978099146260480,35,6,1,CS
141,1362483585169686531,1232061287301074945,35,7,2,CS
141,1337396723610771457,1060978099146260480,35,8,1,CS
141,1287306318961872896,1288485038,35,9,1,CS
141,1363561378552958976,1232061287301074945,35,10,3,CS
139,1349377838722519040,19110632,35,1,3,SC
139,1349380288783253504,19110632,35,2,3,SC
139,1344689933978656771,1060978099146260480,35,3,1,SC
139,1362776603047165957,621583,35,4,3,SC
139,1317842770816602114,715177919438577664,35,5,2,SC
139,1354118501653483523,273181052,35,6,1,SC
139,1361046993158692866,1232061287301074945,35,7,2,SC
139,1151605021345083392,180463340,35,8,4,SC
139,1265629710941388800,180463340,35,9,1,SC
139,1357381035852521474,273181052,35,10,1,SC
140,1339525827118194689,1038082275689340928,35,1,3,SCSA
140,1368777274506571779,65184105,35,2,1,SCSA
140,1362196066431627265,1232061287301074945,35,3,3,SCSA
140,1369458171467591683,1344951,35,4,1,SCSA
140,1364697022847209478,1232061287301074945,35,5,3,SCSA
140,1368760443498532864,65184105,35,6,2,SCSA
140,1367496989215248388,273181052,35,7,2,SCSA
140,1362484293650567168,1232061287301074945,35,8,3,SCSA
140,1368744769686540290,65184105,35,9,2,SCSA
140,1353672852747284480,19110632,35,10,2,SCSA
153,1292597118763319296,108361327,36,1,5,B1
157,1326208392923410432,715177919438577664,36,1,5,B1
157,1350201158426648581,252882791,36,2,5,B1
153,1357735941637603331,95955871,36,2,5,B1
157,1367610810789326850,10671602,36,3,5,B1
153,1363548342832218116,314792669,36,3,5,B1
153,1322229311718494210,18847632,36,4,4,B1
157,1151160990995746816,180463340,36,4,5,B1
153,1322221808913928193,18847632,36,5,4,B1
157,1343240225129168898,1060978099146260480,36,5,5,B1
157,1356659266732650498,273181052,36,6,3,B1
153,1365001111946420226,15155074,36,6,4,B1
157,1312476369830338561,1141417774201184257,36,7,3,B1
153,1322191082235506689,337789021,36,7,5,B1
153,1341790679945670656,15155074,36,8,4,B1
157,1317087904569741312,203162990,36,8,5,B1
157,1362913607105736706,331908924,36,9,5,B1
153,1337774207971684352,2836755090,36,9,5,B1
153,1275492317013479424,110783489,36,10,5,B1
157,1359943678354092032,15234657,36,10,5,B1
156,1330948472992776193,612782611,36,1,5,CS
152,1319321276171759617,19373710,36,1,5,CS
152,1263620338790944769,297047872,36,2,5,CS
156,1369087867939659782,24742040,36,2,5,CS
152,1254427280794845185,297047872,36,3,5,CS
156,1338550048892710913,612782611,36,3,5,CS
152,1055619307084800000,27195114,36,4,4,CS
156,1320726746329743363,113696373,36,4,5,CS
152,1358024709137432577,314792669,36,5,5,CS
156,1365731424322478084,10671602,36,5,5,CS
152,1306401710386982912,96829836,36,6,3,CS
156,1337102280059834370,821102114,36,6,5,CS
152,1334214244632580097,18847632,36,7,4,CS
156,1352017720578105346,821102114,36,7,5,CS
152,1327711653828337665,6207392,36,8,5,CS
156,1359973359568625670,15234657,36,8,5,CS
152,1146224584443727872,19028953,36,9,3,CS
156,1350865539091066881,252882791,36,9,5,CS
156,1363914797335543811,15234657,36,10,5,CS
152,1307801712107966476,6207392,36,10,5,CS
150,1273231711908872193,19028953,36,1,4,SC
154,1367521202042933249,16573941,36,1,5,SC
154,1369325020258983936,24742040,36,2,5,SC
150,1350483251291451392,19373710,36,2,5,SC
150,1182112257708306433,19028953,36,3,4,SC
154,1365315820080009221,821102114,36,3,5,SC
150,1359597695548153864,15155074,36,4,4,SC
154,1344689933978656771,1060978099146260480,36,4,5,SC
150,1364683920965578753,55365711,36,5,3,SC
154,1367300793485828097,26585095,36,5,5,SC
154,1369075493753020420,17602896,36,6,4,SC
150,1095067826061262848,19028953,36,6,4,SC
154,1369075561981566976,17602896,36,7,4,SC
150,1365320876510560258,19114743,36,7,5,SC
150,1338584496489172992,3004231,36,8,4,SC
154,1364666742916583427,985916593065476096,36,8,5,SC
154,1366443197166096385,26585095,36,9,3,SC
150,1336059119174897665,15155074,36,9,4,SC
150,1366561763962073092,55365711,36,10,3,SC
154,1317842770816602114,715177919438577664,36,10,5,SC
155,1367894335233142789,43192807,36,1,3,SCSA
151,1362872757109809152,55365711,36,1,3,SCSA
151,1360346403873181707,19114743,36,2,5,SCSA
155,1364607745270423556,821102114,36,2,5,SCSA
155,1363941648812675075,43192807,36,3,3,SCSA
151,1333873034114064385,19373710,36,3,5,SCSA
151,1366115959623331844,55365711,36,4,3,SCSA
155,1365327872643260420,821102114,36,4,5,SCSA
151,1359932980974657536,19373710,36,5,5,SCSA
155,1337077938076979205,821102114,36,5,5,SCSA
155,1354118501653483523,273181052,36,6,3,SCSA
151,1362069293790162946,15155074,36,6,4,SCSA
151,1364624807220948994,55365711,36,7,3,SCSA
155,1369383214062665731,24742040,36,7,5,SCSA
151,1343729046891347968,3004231,36,8,3,SCSA
155,1336793663792406530,821102114,36,8,5,SCSA
155,1367315410106736640,82652901,36,9,5,SCSA
151,1321455751567532032,19373710,36,9,5,SCSA
155,1368286394792046596,82652901,36,10,5,SCSA
151,1347619092417548288,238475531,36,10,5,SCSA
161,1368703131652005888,100220864,37,1,4,B1
161,1357452896976179201,52484614,37,2,1,B1
161,1298591876963078146,1288485038,37,3,1,B1
161,1338474408743215106,1288485038,37,4,1,B1
161,1189330936300756992,180463340,37,5,2,B1
161,1272338362909655040,2412917082,37,6,1,B1
161,1326902644322017281,715177919438577664,37,7,4,B1
161,1368640454028386304,65184105,37,8,3,B1
161,1365319660405678081,273181052,37,9,1,B1
161,1333425556659064833,1060978099146260480,37,10,1,B1
160,1349775316366090242,79293791,37,1,4,CS
160,1329150877941305345,715177919438577664,37,2,3,CS
160,1364320994337427461,1232061287301074945,37,3,3,CS
160,1351923223638794246,1288485038,37,4,1,CS
160,1365407295384018947,1232061287301074945,37,5,1,CS
160,1356264437729124353,1060978099146260480,37,6,1,CS
160,1331689113494446085,1060978099146260480,37,7,1,CS
160,1367114880378146824,1288485038,37,8,1,CS
160,1152354497189965824,180463340,37,9,1,CS
160,1328065268942336000,1205974434,37,10,4,CS
158,1344689933978656771,1060978099146260480,37,1,1,SC
158,1362083047785439239,34507480,37,2,4,SC
158,1337020338916499463,17919972,37,3,4,SC
158,1331748997124534274,17919972,37,4,5,SC
158,1354545532044075013,811377,37,5,1,SC
158,1355167587638906880,23375688,37,6,3,SC
158,1317842770816602114,715177919438577664,37,7,2,SC
158,1294010972055592962,79293791,37,8,4,SC
158,1337021907464499204,17919972,37,9,5,SC
158,1337022746824499203,17919972,37,10,4,SC
159,1353502767352926208,23375688,37,1,3,SCSA
159,1351920546011893761,14230524,37,2,4,SCSA
159,1365416645624143873,14230524,37,3,2,SCSA
159,1354118501653483523,273181052,37,4,1,SCSA
159,1337463904566456320,17919972,37,5,4,SCSA
159,1331744604891344896,17919972,37,6,4,SCSA
159,1364321423901085698,180505807,37,7,1,SCSA
159,1339525827118194689,1038082275689340928,37,8,5,SCSA
159,1368984433026596867,13058772,37,9,3,SCSA
159,1357375687967997959,25365536,37,10,3,SCSA
165,1368923387532369922,19407053,38,1,5,B1
165,1369498799673065473,2557521,38,2,4,B1
165,1368619226865471493,24016767,38,3,5,B1
165,1369214396489170946,24016767,38,4,5,B1
165,1369038985188831234,19407053,38,5,5,B1
165,1363564146948665347,34992644,38,6,4,B1
165,1368849083201359873,24016767,38,7,5,B1
165,1367766039254163458,368276033,38,8,5,B1
165,1352325551621595136,19110632,38,9,5,B1
165,1358819633629921283,9676212,38,10,5,B1
164,1368999972792844292,24016767,38,1,5,CS
164,1367625947462184961,36184220,38,2,5,CS
164,1361209516277174279,21887420,38,3,5,CS
164,1369036451845869573,53372965,38,4,5,CS
164,1352922753565863936,19110632,38,5,4,CS
164,1363322581076619265,36184220,38,6,5,CS
164,1369521918412472320,16211434,38,7,5,CS
164,1329140321402445824,9676212,38,8,5,CS
164,1369181189932777474,15066760,38,9,5,CS
164,1369499281833537540,16211434,38,10,5,CS
162,1349377838722519040,19110632,38,1,5,SC
162,1349380288783253504,19110632,38,2,5,SC
162,1369311531360518146,2735591,38,3,5,SC
162,1369405604595400711,2735591,38,4,5,SC
162,1369298875719311360,2735591,38,5,5,SC
162,1369326799709212680,2735591,38,6,5,SC
162,1362074171832958980,11856342,38,7,3,SC
162,1354011094751260673,19110632,38,8,5,SC
162,1353672852747284480,19110632,38,9,5,SC
162,1369315042236174343,2735591,38,10,4,SC
163,1369395335769038849,14800270,38,1,4,SCSA
163,1369292125641269258,46403451,38,2,4,SCSA
163,1365007905318133766,11856342,38,3,4,SCSA
163,1359577321695547392,11856342,38,4,4,SCSA
163,1361388306106318857,368276033,38,5,4,SCSA
163,1361701236395958278,368276033,38,6,4,SCSA
163,1366932843067277314,11856342,38,7,4,SCSA
163,1369030160943611907,2557521,38,8,4,SCSA
163,1366709656974942211,368276033,38,9,4,SCSA
163,1364579317964034050,368276033,38,10,3,SCSA
312,425668533293289472,2176998871,39,1,3,B1
312,1359863795586396168,27042513,39,2,4,B1
312,1369362392749121542,17602896,39,3,4,B1
312,1356685006916079616,47786101,39,4,2,B1
312,1287526789707776000,47786101,39,5,2,B1
312,1291859496826843137,72915722,39,6,3,B1
312,1258788139159613441,47786101,39,7,2,B1
312,1252286536738934786,50374439,39,8,3,B1
312,754011760257069056,2176998871,39,9,5,B1
312,1364897061083127808,21887420,39,10,3,B1
311,1369414843720208384,17602896,39,1,4,CS
311,1366870970351427588,36184220,39,2,5,CS
311,1369135857110638592,985916593065476096,39,3,5,CS
311,421376352319983617,2176998871,39,4,4,CS
311,1368487216775893000,15066760,39,5,5,CS
311,1368772235683586050,24016767,39,6,3,CS
311,1364908035932569600,36184220,39,7,5,CS
311,1364156801109938178,53372965,39,8,4,CS
311,423131090803777536,2176998871,39,9,5,CS
311,1369575294806425603,24016767,39,10,5,CS
309,1349380288783253504,19110632,39,1,5,SC
309,1349377838722519040,19110632,39,2,5,SC
309,1367521202042933249,16573941,39,3,5,SC
309,1367300793485828097,26585095,39,4,5,SC
309,1369075493753020420,17602896,39,5,5,SC
309,1369075561981566976,17602896,39,6,5,SC
309,1364666742916583427,985916593065476096,39,7,3,SC
309,1366443197166096385,26585095,39,8,5,SC
309,1367237010608431106,16573941,39,9,5,SC
309,1368641210533830657,17220817,39,10,3,SC
310,1367894335233142789,43192807,39,1,4,SCSA
310,1363941648812675075,43192807,39,2,4,SCSA
310,1318667750408036352,72915722,39,3,5,SCSA
310,1364664823984779267,47786101,39,4,4,SCSA
310,1317810926133874689,27042513,39,5,5,SCSA
310,1367315410106736640,82652901,39,6,5,SCSA
310,1368286394792046596,82652901,39,7,5,SCSA
310,1369034842222985216,17220817,39,8,5,SCSA
310,1283518830950510593,72915722,39,9,5,SCSA
310,1369017812165881859,16573941,39,10,5,SCSA
326,1337411829853802496,2836755090,40,1,5,B1
326,1329846979401191424,18847632,40,2,1,B1
326,1351182747721748487,15155074,40,3,1,B1
326,1331202835334225920,314792669,40,4,1,B1
326,1355908706026758144,337789021,40,5,5,B1
326,1360611979879186438,314792669,40,6,2,B1
326,1324782095177306119,95955871,40,7,5,B1
326,1357369869222690817,15155074,40,8,2,B1
326,1323342666361430019,95955871,40,9,5,B1
326,1311355905120690176,55010030,40,10,5,B1
324,1338592930022363139,22720074,40,1,5,CS
324,1363945864633401344,337789021,40,2,5,CS
324,1337106387751620613,15155074,40,3,1,CS
324,1319756701126459398,19373710,40,4,5,CS
324,1336775151128518656,55010030,40,5,5,CS
324,1341428444190617600,18847632,40,6,2,CS
324,1359946667429093378,15155074,40,7,2,CS
324,1354759783157534720,314792669,40,8,2,CS
324,1341514552819724288,95955871,40,9,3,CS
324,1320019327425286144,19373710,40,10,5,CS
321,1366167129754537984,17019152,40,1,2,SC
321,1365113385658970113,155705264,40,2,2,SC
321,1362083047785439239,34507480,40,3,3,SC
321,1337020338916499463,17919972,40,4,5,SC
321,1331748997124534274,17919972,40,5,2,SC
321,1355167587638906880,23375688,40,6,2,SC
321,1294010972055592962,79293791,40,7,5,SC
321,1337021907464499204,17919972,40,8,5,SC
321,1350483251291451392,19373710,40,9,5,SC
321,1337022746824499203,17919972,40,10,5,SC
322,1354565152939544576,155705264,40,1,1,SCSA
322,1353502767352926208,23375688,40,2,2,SCSA
322,1351920546011893761,14230524,40,3,5,SCSA
322,1365416645624143873,14230524,40,4,5,SCSA
322,1337463904566456320,17919972,40,5,3,SCSA
322,1331744604891344896,17919972,40,6,2,SCSA
322,1357375687967997959,25365536,40,7,5,SCSA
322,1358843515149504514,34507480,40,8,2,SCSA
322,1331741612402237443,17919972,40,9,5,SCSA
322,1358843677582401536,34507480,40,10,2,SCSA
211,1346507839909445632,34507480,41,1,3,B1
206,1326208392923410432,715177919438577664,41,1,3,B1
206,1356659266732650498,273181052,41,2,2,B1
211,1340930237819924480,34507480,41,2,2,B1
211,1363671397575266308,21447363,41,3,1,B1
206,1367323565008154630,82652901,41,3,1,B1
211,1352028901229395970,18228898,41,4,1,B1
206,1365020984802217996,17602896,41,4,1,B1
206,1338474408743215106,1288485038,41,5,3,B1
211,1355577264512008192,18228898,41,5,4,B1
211,1357714688994390016,25365536,41,6,2,B1
206,1298591876963078146,1288485038,41,6,2,B1
211,1367890477849210881,23375688,41,7,1,B1
206,1189330936300756992,180463340,41,7,5,B1
206,1365319660405678081,273181052,41,8,3,B1
211,1366222136591872000,21447363,41,8,4,B1
206,1368640454028386304,65184105,41,9,1,B1
211,1357382231816359939,25365536,41,9,2,B1
211,1290659734639521798,79293791,41,10,2,B1
206,1331689113494446085,1060978099146260480,41,10,3,B1
205,1367244848978227201,18256664,41,1,1,CS
209,1356407112385982464,34507480,41,1,1,CS
209,1367295825731227650,21447363,41,2,1,CS
205,1360941923746349059,1038082275689340928,41,2,2,CS
205,1367236110196244482,15635604,41,3,1,CS
209,1342918732486594560,17919972,41,3,3,CS
205,1339201502443941888,1038082275689340928,41,4,1,CS
209,1367522051762757632,14230524,41,4,3,CS
209,1316771044049391617,14230524,41,5,1,CS
205,1291753980247375873,1288485038,41,5,4,CS
205,1366605872718245891,82652901,41,6,3,CS
209,1366205703392665603,21447363,41,6,4,CS
209,1350629002302550016,14230524,41,7,1,CS
205,1369312286674878465,82652901,41,7,3,CS
209,1368740848913973255,21447363,41,8,1,CS
205,1366833538985721860,82652901,41,8,3,CS
209,1368999845856436224,25365536,41,9,3,CS
205,1365710371206488066,985916593065476096,41,9,5,CS
209,1361140001791037440,21447363,41,10,1,CS
205,1364711711891206151,43192807,41,10,5,CS
207,1362083047785439239,34507480,41,1,4,SC
200,1367521202042933249,16573941,41,1,4,SC
207,1337020338916499463,17919972,41,2,1,SC
200,1344689933978656771,1060978099146260480,41,2,4,SC
207,1331748997124534274,17919972,41,3,3,SC
200,1367300793485828097,26585095,41,3,4,SC
207,1362776603047165957,621583,41,4,2,SC
200,1369075493753020420,17602896,41,4,5,SC
207,1354545532044075013,811377,41,5,4,SC
200,1369075561981566976,17602896,41,5,5,SC
207,1355167587638906880,23375688,41,6,2,SC
200,1364666742916583427,985916593065476096,41,6,4,SC
207,1294010972055592962,79293791,41,7,1,SC
200,1366443197166096385,26585095,41,7,3,SC
200,1362776603047165957,621583,41,8,1,SC
207,1337021907464499204,17919972,41,8,1,SC
207,1337022746824499203,17919972,41,9,2,SC
200,1317842770816602114,715177919438577664,41,9,4,SC
207,1334726779903168512,14230524,41,10,1,SC
200,1367237010608431106,16573941,41,10,3,SC
208,1353502767352926208,23375688,41,1,1,SCSA
203,1367894335233142789,43192807,41,1,3,SCSA
208,1351920546011893761,14230524,41,2,2,SCSA
203,1363941648812675075,43192807,41,2,3,SCSA
208,1365416645624143873,14230524,41,3,2,SCSA
203,1354118501653483523,273181052,41,3,3,SCSA
208,1337463904566456320,17919972,41,4,1,SCSA
203,1367315410106736640,82652901,41,4,1,SCSA
203,1368286394792046596,82652901,41,5,1,SCSA
208,1331744604891344896,17919972,41,5,1,SCSA
203,1369034842222985216,17220817,41,6,2,SCSA
208,1364321423901085698,180505807,41,6,3,SCSA
208,1368984433026596867,13058772,41,7,3,SCSA
203,1339525827118194689,1038082275689340928,41,7,4,SCSA
208,1357375687967997959,25365536,41,8,2,SCSA
203,1369017812165881859,16573941,41,8,3,SCSA
208,1358843515149504514,34507480,41,9,1,SCSA
203,1367604109113655297,16573941,41,9,2,SCSA
208,1331741612402237443,17919972,41,10,1,SCSA
203,1367930915733835777,43192807,41,10,2,SCSA
177,1369362392749121542,17602896,42,1,1,B1
177,1369148238138208257,6527972,42,2,1,B1
177,1368116399097344003,6527972,42,3,5,B1
177,1326177511684919300,600435408,42,4,2,B1
177,1368453072666521600,225540697,42,5,5,B1
177,1342687407326580737,600435408,42,6,5,B1
177,1313580109727584256,5391882,42,7,1,B1
177,1369101047826841604,6527972,42,8,1,B1
